model_name,dataset_name,subset_name,test_size,prompt_name,accuracy
google/flan-t5-xxl,super_glue,wsc.fixed,104,replaced with,0.5769230769230769
google/flan-t5-xxl,super_glue,wsc.fixed,104,p is/are r,0.5480769230769231
google/flan-t5-xxl,super_glue,wsc.fixed,104,the pronoun refers to,0.2980769230769231
google/flan-t5-xxl,super_glue,wsc.fixed,104,Who or what is/are,0.0
google/flan-t5-xxl,winogrande,winogrande_xl,200,does underscore refer to,0.33
google/flan-t5-xxl,winogrande,winogrande_xl,200,stand for,0.36
google/flan-t5-xxl,winogrande,winogrande_xl,200,underscore refer to,0.45
google/flan-t5-xxl,winogrande,winogrande_xl,200,fill in the blank,0.75
google/flan-t5-xxl,winogrande,winogrande_xl,200,Replace,0.535
google/flan-t5-xxl,super_glue,wic,200,question-context-meaning-with-label,0.165
google/flan-t5-xxl,super_glue,wic,200,question-context-meaning,0.0
google/flan-t5-xxl,super_glue,wic,200,grammar_homework,0.02
google/flan-t5-xxl,super_glue,wic,200,affirmation_true_or_false,0.355
google/flan-t5-xxl,super_glue,wic,200,GPT-3-prompt,0.0
google/flan-t5-xxl,super_glue,wic,200,same_sense,0.38
google/flan-t5-xxl,super_glue,wic,200,question-context,0.01
google/flan-t5-xxl,super_glue,wic,200,GPT-3-prompt-with-label,0.0
google/flan-t5-xxl,super_glue,wic,200,polysemous,0.43
google/flan-t5-xxl,super_glue,wic,200,similar-sense,0.0
google/flan-t5-xxl,hellaswag,,200,Predict ending with hint,0.01
google/flan-t5-xxl,hellaswag,,200,Randomized prompts template,0.01
google/flan-t5-xxl,hellaswag,,200,complete_first_then,0.005
google/flan-t5-xxl,hellaswag,,200,if_begins_how_continues,0.035
google/flan-t5-xxl,super_glue,copa,100,exercise,0.92
google/flan-t5-xxl,super_glue,copa,48,"…What could happen next, C1 or C2?",0.25
google/flan-t5-xxl,super_glue,copa,100,i_am_hesitating,0.84
google/flan-t5-xxl,super_glue,copa,100,plausible_alternatives,0.9
google/flan-t5-xxl,super_glue,copa,100,"C1 or C2? premise, so/because…",0.03
google/flan-t5-xxl,super_glue,copa,48,"…As a result, C1 or C2?",0.10416666666666667
google/flan-t5-xxl,super_glue,copa,100,best_option,0.86
google/flan-t5-xxl,super_glue,copa,52,…which may be caused by,0.15384615384615385
google/flan-t5-xxl,super_glue,copa,100,more likely,0.92
google/flan-t5-xxl,super_glue,copa,100,cause_effect,0.87
google/flan-t5-xxl,super_glue,copa,52,…why? C1 or C2,0.09615384615384616
google/flan-t5-xxl,super_glue,copa,100,choose,0.86
