checkpoint,dataset_name,subset_name,test_size,time,prompt_name,accuracy
google/flan-t5-xxl,super_glue,wsc.fixed,104,2.2411410808563232,by p they mean,0.6057692307692307
google/flan-t5-xxl,super_glue,wsc.fixed,104,18.781343460083008,in other words,0.3173076923076923
google/flan-t5-xxl,super_glue,wsc.fixed,104,24.13368797302246,I think they mean,0.4807692307692308
google/flan-t5-xxl,super_glue,wsc.fixed,104,2.5213723182678223,does p stand for,0.6057692307692307
google/flan-t5-xxl,super_glue,wsc.fixed,104,5.753673791885376,GPT-3 Style,0.125
google/flan-t5-xxl,super_glue,wsc.fixed,104,11.02439570426941,replaced with,0.5865384615384616
google/flan-t5-xxl,super_glue,wsc.fixed,104,2.6046643257141113,p is/are r,0.5576923076923077
google/flan-t5-xxl,super_glue,wsc.fixed,104,19.25211191177368,the pronoun refers to,0.3269230769230769
google/flan-t5-xxl,super_glue,wsc.fixed,104,13.411790132522583,Who or what is/are,0.0
google/flan-t5-xxl,winogrande,winogrande_xl,200,4.465963840484619,does underscore refer to,0.34
google/flan-t5-xxl,winogrande,winogrande_xl,200,15.972712516784668,stand for,0.365
google/flan-t5-xxl,winogrande,winogrande_xl,200,4.9209535121917725,underscore refer to,0.46
google/flan-t5-xxl,winogrande,winogrande_xl,200,4.42580246925354,fill in the blank,0.755
google/flan-t5-xxl,winogrande,winogrande_xl,200,6.498090028762817,Replace,0.535
google/flan-t5-xxl,super_glue,wic,200,28.538772344589233,question-context-meaning-with-label,0.165
google/flan-t5-xxl,super_glue,wic,200,27.767027616500854,question-context-meaning,0.0
google/flan-t5-xxl,super_glue,wic,200,14.18460488319397,grammar_homework,0.365
google/flan-t5-xxl,super_glue,wic,200,22.15623927116394,affirmation_true_or_false,0.355
google/flan-t5-xxl,super_glue,wic,200,8.799788236618042,GPT-3-prompt,0.0
google/flan-t5-xxl,super_glue,wic,200,8.993157863616943,same_sense,0.41
google/flan-t5-xxl,super_glue,wic,200,7.692126512527466,question-context,0.01
google/flan-t5-xxl,super_glue,wic,200,7.520476579666138,GPT-3-prompt-with-label,0.0
google/flan-t5-xxl,super_glue,wic,200,4.60261082649231,polysemous,0.47
google/flan-t5-xxl,super_glue,wic,200,34.62561774253845,similar-sense,0.0
google/flan-t5-xxl,hellaswag,,200,35.13725471496582,Predict ending with hint,0.01
google/flan-t5-xxl,hellaswag,,200,27.8413188457489,Randomized prompts template,0.005
google/flan-t5-xxl,hellaswag,,200,42.280773639678955,complete_first_then,0.01
google/flan-t5-xxl,hellaswag,,200,107.19284176826477,if_begins_how_continues,0.035
google/flan-t5-xxl,super_glue,copa,100,2.2338404655456543,exercise,0.91
google/flan-t5-xxl,super_glue,copa,48,0.9443068504333496,"…What could happen next, C1 or C2?",0.2708333333333333
google/flan-t5-xxl,super_glue,copa,100,2.375617265701294,i_am_hesitating,0.84
google/flan-t5-xxl,super_glue,copa,100,2.210632085800171,plausible_alternatives,0.89
google/flan-t5-xxl,super_glue,copa,100,24.022135019302368,"C1 or C2? premise, so/because…",0.04
google/flan-t5-xxl,super_glue,copa,48,2.495594024658203,"…As a result, C1 or C2?",0.10416666666666667
google/flan-t5-xxl,super_glue,copa,100,10.016447067260742,best_option,0.86
google/flan-t5-xxl,super_glue,copa,52,2.3208203315734863,…which may be caused by,0.17307692307692307
google/flan-t5-xxl,super_glue,copa,100,2.467297077178955,more likely,0.92
google/flan-t5-xxl,super_glue,copa,100,2.212754249572754,cause_effect,0.87
google/flan-t5-xxl,super_glue,copa,52,2.1599183082580566,…why? C1 or C2,0.09615384615384616
google/flan-t5-xxl,super_glue,copa,100,9.551498413085938,choose,0.86
