model_name,dataset_name,dataset_subset_name,dataset_size,prompt_name,accuracy
google/flan-t5-xxl,super_glue,copa,100,exercise,0.91
google/flan-t5-xxl,super_glue,copa,48,"…What could happen next, C1 or C2?",0.2708333333333333
google/flan-t5-xxl,super_glue,copa,100,i_am_hesitating,0.84
google/flan-t5-xxl,super_glue,copa,100,plausible_alternatives,0.89
google/flan-t5-xxl,super_glue,copa,100,"C1 or C2? premise, so/because…",0.03
google/flan-t5-xxl,super_glue,copa,48,"…As a result, C1 or C2?",0.10416666666666667
google/flan-t5-xxl,super_glue,copa,100,best_option,0.86
google/flan-t5-xxl,super_glue,copa,52,…which may be caused by,0.17307692307692307
google/flan-t5-xxl,super_glue,copa,100,more likely,0.92
google/flan-t5-xxl,super_glue,copa,100,cause_effect,0.87
google/flan-t5-xxl,super_glue,copa,52,…why? C1 or C2,0.09615384615384616
google/flan-t5-xxl,super_glue,copa,100,choose,0.86
