checkpoint,dataset_name,subset_name,test_size,time,prompt_name,accuracy
bigscience/T0pp,anli,,200,6.978088855743408,does this imply,0.5
bigscience/T0pp,anli,,200,7.07796311378479,consider always/sometimes/never,0.2
bigscience/T0pp,anli,,200,7.571422815322876,claim true/false/inconclusive,0.47
bigscience/T0pp,anli,,200,6.9506614208221436,guaranteed true,0.495
bigscience/T0pp,super_glue,wsc.fixed,104,2.201756477355957,does the pronoun refer to,0.7403846153846154
bigscience/T0pp,super_glue,wsc.fixed,104,2.019721031188965,by p they mean,0.7403846153846154
bigscience/T0pp,super_glue,wsc.fixed,104,3.437122344970703,in other words,0.7307692307692307
bigscience/T0pp,super_glue,wsc.fixed,104,3.217735767364502,I think they mean,0.7115384615384616
bigscience/T0pp,super_glue,wsc.fixed,104,2.02978515625,does p stand for,0.6826923076923077
bigscience/T0pp,super_glue,wsc.fixed,104,2.3268795013427734,GPT-3 Style,0.6923076923076923
bigscience/T0pp,super_glue,wsc.fixed,104,2.307068109512329,replaced with,0.6826923076923077
bigscience/T0pp,super_glue,wsc.fixed,104,2.3216121196746826,p is/are r,0.6634615384615384
bigscience/T0pp,super_glue,wsc.fixed,104,2.4170331954956055,the pronoun refers to,0.6730769230769231
bigscience/T0pp,super_glue,wsc.fixed,104,2.956461191177368,Who or what is/are,0.5961538461538461
bigscience/T0pp,winogrande,winogrande_xl,200,2.8271007537841797,does underscore refer to,0.725
bigscience/T0pp,winogrande,winogrande_xl,200,2.7499310970306396,stand for,0.7
bigscience/T0pp,winogrande,winogrande_xl,200,2.885396718978882,underscore refer to,0.73
bigscience/T0pp,winogrande,winogrande_xl,200,3.16599440574646,fill in the blank,0.65
bigscience/T0pp,winogrande,winogrande_xl,200,3.0142061710357666,Replace,0.625
bigscience/T0pp,super_glue,wic,200,2.5350615978240967,question-context-meaning-with-label,0.7
bigscience/T0pp,super_glue,wic,200,2.4173240661621094,question-context-meaning,0.705
bigscience/T0pp,super_glue,wic,200,2.9375548362731934,grammar_homework,0.68
bigscience/T0pp,super_glue,wic,200,3.348407506942749,affirmation_true_or_false,0.65
bigscience/T0pp,super_glue,wic,200,2.6954033374786377,GPT-3-prompt,0.68
bigscience/T0pp,super_glue,wic,200,3.0974314212799072,same_sense,0.67
bigscience/T0pp,super_glue,wic,200,2.6511030197143555,question-context,0.66
bigscience/T0pp,super_glue,wic,200,2.878826141357422,GPT-3-prompt-with-label,0.67
bigscience/T0pp,super_glue,wic,200,3.2750134468078613,polysemous,0.68
bigscience/T0pp,super_glue,wic,200,2.0267343521118164,similar-sense,0.68
bigscience/T0pp,hellaswag,,200,35.645745277404785,Predict ending with hint,0.845
bigscience/T0pp,hellaswag,,200,35.72501873970032,Randomized prompts template,0.79
bigscience/T0pp,hellaswag,,200,35.955615282058716,complete_first_then,0.81
bigscience/T0pp,hellaswag,,200,16.31644368171692,if_begins_how_continues,0.85
bigscience/T0pp,super_glue,copa,100,2.0527398586273193,exercise,0.97
bigscience/T0pp,super_glue,copa,48,0.864901065826416,"…What could happen next, C1 or C2?",0.9375
bigscience/T0pp,super_glue,copa,100,2.2474353313446045,i_am_hesitating,0.96
bigscience/T0pp,super_glue,copa,100,2.163025140762329,plausible_alternatives,0.93
bigscience/T0pp,super_glue,copa,100,2.0449719429016113,"C1 or C2? premise, so/because…",0.9
bigscience/T0pp,super_glue,copa,48,0.8841135501861572,"…As a result, C1 or C2?",0.8958333333333334
bigscience/T0pp,super_glue,copa,100,2.1843678951263428,best_option,0.9
bigscience/T0pp,super_glue,copa,52,1.0412671566009521,…which may be caused by,0.8846153846153846
bigscience/T0pp,super_glue,copa,100,2.231384754180908,more likely,0.94
bigscience/T0pp,super_glue,copa,100,1.9611742496490479,cause_effect,0.95
bigscience/T0pp,super_glue,copa,52,1.0445528030395508,…why? C1 or C2,0.9038461538461539
bigscience/T0pp,super_glue,copa,100,1.9970650672912598,choose,0.96
